1.0015687866210938e+03,2.9275140259414911e-03,1.3777920603752136e-01,7.2762991294439416e-06,3.2954239941318519e-06,1.5749701560707763e-05,7.3616189411040978e-07,9.3320895757642575e-06,4.0705549716949463e-01,1.7415187903679907e-04,7.2833405972971832e-10
1.0016782226562500e+03,2.9294111300259829e-03,1.3777020573616028e-01,7.7053455243003555e-06,3.6135757000010926e-06,1.7385360479238443e-05,8.1734140167100122e-07,1.0724036656029057e-05,4.0698993206024170e-01,1.8669496057555079e-04,8.5413803807554700e-10
1.0018021240234375e+03,2.9313638806343079e-03,1.3776412606239319e-01,8.1816269812406972e-06,3.9827891669119708e-06,1.9306824469822459e-05,9.1109706090719556e-07,1.2394852092256770e-05,4.0692222118377686e-01,2.0075392967555672e-04,1.0089542534785778e-09
1.0019418945312500e+03,2.9333375860005617e-03,1.3776144385337830e-01,8.7068920038291253e-06,4.4109192458563484e-06,2.1570391254499555e-05,1.0185592600464588e-06,1.4393668607226573e-05,4.0685313940048218e-01,2.1651365386787802e-04,1.2003510407865292e-09
1.0020996704101562e+03,2.9352963902056217e-03,1.3776275515556335e-01,9.2863892859895714e-06,4.9080213102570269e-06,2.4245347958640195e-05,1.1416356073823408e-06,1.6775340554886498e-05,4.0678349137306213e-01,2.3410354333464056e-04,1.4377471435622624e-09
1.0022763671875000e+03,2.9371995478868484e-03,1.3776853680610657e-01,9.9266790130059235e-06,5.4849365369591396e-06,2.7406547815189697e-05,1.2818097729905276e-06,1.9590217561926693e-05,4.0671434998512268e-01,2.5362527230754495e-04,1.7329154777812050e-09
1.0024736938476562e+03,2.9390011914074421e-03,1.3777923583984375e-01,1.0631260010995902e-05,6.1520340750575997e-06,3.1140600185608491e-05,1.4399297469935846e-06,2.2874011847306974e-05,4.0664729475975037e-01,2.7521746233105659e-04,2.0995631899722866e-09
1.0026925659179688e+03,2.9406580142676830e-03,1.3779512047767639e-01,1.1401882147765718e-05,6.9214115683280397e-06,3.5551431210478768e-05,1.6172316463780589e-06,2.6651505322661251e-05,4.0658384561538696e-01,2.9894485487602651e-04,2.5553501536990098e-09
1.0029329223632812e+03,2.9421215876936913e-03,1.3781636953353882e-01,1.2242918273841497e-05,7.8007669799262658e-06,4.0734314097790048e-05,1.8131505612473120e-06,3.0898889235686511e-05,4.0652599930763245e-01,3.2474275212734938e-04,3.1192814997638152e-09
1.0031941528320312e+03,2.9433479066938162e-03,1.3784295320510864e-01,1.3154369298717938e-05,8.7981143224169500e-06,4.6801837015664205e-05,2.0270151708245976e-06,3.5562061384553090e-05,4.0647578239440918e-01,3.5249095526523888e-04,3.8143146419145069e-09
1.0034749145507812e+03,2.9442964587360620e-03,1.3787460327148438e-01,1.4138421647658106e-05,9.9181661425973289e-06,5.3866591770201921e-05,2.2571298359252978e-06,4.0543316572438926e-05,4.0643507242202759e-01,3.8209705962799489e-04,4.6666022157637599e-09
1.0037714233398438e+03,2.9449269641190767e-03,1.3791081309318542e-01,1.5188514225883409e-05,1.1154165804327931e-05,6.1995393480174243e-05,2.4995379135361873e-06,4.5681685151066631e-05,4.0640595555305481e-01,4.1306190541945398e-04,5.6999436282012539e-09
1.0040799560546875e+03,2.9452084563672543e-03,1.3795089721679688e-01,1.6302023141179234e-05,1.2497159332269803e-05,7.1263704739976674e-05,2.7507776394486427e-06,5.0816059228964150e-05,4.0638983249664307e-01,4.4508048449642956e-04,6.9416690173795814e-09
1.0043939208984375e+03,2.9451150912791491e-03,1.3799393177032471e-01,1.7472390027251095e-05,1.3927035070082638e-05,8.1675869296304882e-05,3.0051612611714518e-06,5.5768410675227642e-05,4.0638783574104309e-01,4.7756123240105808e-04,8.4139788469883570e-09
1.0047074584960938e+03,2.9446277767419815e-03,1.3803896307945251e-01,1.8691302102524787e-05,1.5416613678098656e-05,9.3213318905327469e-05,3.2574960187048418e-06,6.0395901527954265e-05,4.0640032291412354e-01,5.0996802747249603e-04,1.0136718131548150e-08
1.0050123291015625e+03,2.9437378980219364e-03,1.3808476924896240e-01,1.9946952306781895e-05,1.6924261217354797e-05,1.0575109627097845e-04,3.5017765185330063e-06,6.4584004576317966e-05,4.0642705559730530e-01,5.4158916464075446e-04,1.2117961745161665e-08
1.0053016967773438e+03,2.9424431268125772e-03,1.3813033699989319e-01,2.1229718186077662e-05,1.8409911717753857e-05,1.1914381320821121e-04,3.7334807529987302e-06,6.8281275162007660e-05,4.0646702051162720e-01,5.7187001220881939e-04,1.4362166567138956e-08
1.0055681152343750e+03,2.9407527763396502e-03,1.3817447423934937e-01,2.2526479369844310e-05,1.9826589777949266e-05,1.3313908129930496e-04,3.9480873965658247e-06,7.1469599788542837e-05,4.0651848912239075e-01,6.0026522260159254e-04,1.6856885665106347e-08
1.0058063964843750e+03,2.9386819805949926e-03,1.3821631669998169e-01,2.3824992240406573e-05,2.1132191250217147e-05,1.4748264220543206e-04,4.1431580939388368e-06,7.4175986810587347e-05,4.0657949447631836e-01,6.2632194021716714e-04,1.9586224198064883e-08
1.0060123291015625e+03,2.9362579807639122e-03,1.3825497031211853e-01,2.5115192329394631e-05,2.2289477783488110e-05,1.6185588901862502e-04,4.3172808545932639e-06,7.6442251156549901e-05,4.0664747357368469e-01,6.4982747426256537e-04,2.2518481301858628e-08
1.0061831665039062e+03,2.9335166327655315e-03,1.3828983902931213e-01,2.6386587705928832e-05,2.3271899408427998e-05,1.7595323151908815e-04,4.4703137973556295e-06,7.8323413617908955e-05,4.0671998262405396e-01,6.7060632864013314e-04,2.5617580945436202e-08
1.0063195800781250e+03,2.9304947238415480e-03,1.3832044601440430e-01,2.7628680982161313e-05,2.4066257537924685e-05,1.8951669335365295e-04,4.6035643208597321e-06,7.9879740951582789e-05,4.0679469704627991e-01,6.8865832872688770e-04,2.8849379773987494e-08
1.0064226684570312e+03,2.9272404499351978e-03,1.3834649324417114e-01,2.8838408979936503e-05,2.4670353013789281e-05,2.0231862436048687e-04,4.7188686949084513e-06,8.1164718721993268e-05,4.0686944127082825e-01,7.0425169542431831e-04,3.2174604314150201e-08
1.0064955444335938e+03,2.9238103888928890e-03,1.3836777210235596e-01,3.0004837753949687e-05,2.5094241209444590e-05,2.1417900279629976e-04,4.8185593186644837e-06,8.2225284131709486e-05,4.0694230794906616e-01,7.1753421798348427e-04,3.5553821220446480e-08
1.0065423583984375e+03,2.9202559962868690e-03,1.3838425278663635e-01,3.1124905945034698e-05,2.5356617697980255e-05,2.2501740022562444e-04,4.9052850954467431e-06,8.3104212535545230e-05,4.0701198577880859e-01,7.2889419971033931e-04,3.8961207593501967e-08
1.0065678710937500e+03,2.9166303575038910e-03,1.3839602470397949e-01,3.2197742257267237e-05,2.5483250283286907e-05,2.3481526295654476e-04,4.9819072955870070e-06,8.3836086560040712e-05,4.0707743167877197e-01,7.3871051426976919e-04,4.2376917974706885e-08
1.0065772094726562e+03,2.9129954054951668e-03,1.3840314745903015e-01,3.3217656891793013e-05,2.5502575226710178e-05,2.4358867085538805e-04,5.0505109356890898e-06,8.4447885456029326e-05,4.0713793039321899e-01,7.4740836862474680e-04,4.5781192170579743e-08
1.0065751342773438e+03,2.9093981720507145e-03,1.3840579986572266e-01,3.4183340176241472e-05,2.5443030608585104e-05,2.5142857339233160e-04,5.1138154049112927e-06,8.4963030531071126e-05,4.0719312429428101e-01,7.5536681106314063e-04,4.9171507754408594e-08
1.0065664672851562e+03,2.9058910440653563e-03,1.3840410113334656e-01,3.5096105420961976e-05,2.5333680241601542e-05,2.5844259653240442e-04,5.1737638386839535e-06,8.5399144154507667e-05,4.0724274516105652e-01,7.6300173532217741e-04,5.2545928497238492e-08
1.0065554199218750e+03,2.9025163967162371e-03,1.3839823007583618e-01,3.5956822102889419e-05,2.5199662559316494e-05,2.6476438506506383e-04,5.2321579460112844e-06,8.5770538134966046e-05,4.0728676319122314e-01,7.7068287646397948e-04,5.5910007290549402e-08
1.0065455932617188e+03,2.8993100859224796e-03,1.3838827610015869e-01,3.6768116842722520e-05,2.5063447537831962e-05,2.7054175734519958e-04,5.2907639656041283e-06,8.6088766693137586e-05,4.0732532739639282e-01,7.7872449764981866e-04,5.9275933494973287e-08
1.0065405273437500e+03,2.8963016811758280e-03,1.3837438821792603e-01,3.7532179703703150e-05,2.4945142286014743e-05,2.7592197875492275e-04,5.3511362239078153e-06,8.6362852016463876e-05,4.0735840797424316e-01,7.8747782390564680e-04,6.2658429555995099e-08
1.0065427856445312e+03,2.8935074806213379e-03,1.3835665583610535e-01,3.8257316191447899e-05,2.4860144549165852e-05,2.8105848468840122e-04,5.4149709285411518e-06,8.6600288341287524e-05,4.0738612413406372e-01,7.9721095971763134e-04,6.6080694693937403e-08
